id,p_code,first_name,last_name,gender,alt_last_name_1,alt_last_name_2,dob,hand,backhand,created_at,updated_at,country_id
2084,wblac,Wayne,Black,M,,,1973-11-14,R,,2016-01-01 04:08:44.727558,2016-01-01 04:08:44.727558,241
2085,wesch,Werner,Eschauer,M,,,1974-04-26,R,,2016-01-01 04:08:44.739546,2016-01-01 04:08:44.739546,14
2086,wferr,Wayne,Ferreira,M,,,1971-09-15,R,2,2016-01-01 04:08:44.751538,2016-01-01 04:08:44.751538,197
2087,wkowa,Wojtek,Kowalski,M,,,1967-10-10,R,,2016-01-01 04:08:44.763517,2016-01-01 04:08:44.763517,173
2088,wmasu,Wally,Masur,M,,,1963-05-13,R,,2016-01-01 04:08:44.775868,2016-01-01 04:08:44.775868,13
2089,wmcgu,Wade,McGuire,M,,,1969-08-19,R,,2016-01-01 04:08:44.787872,2016-01-01 04:08:44.787872,228
2090,wmood,Wesley,Moodie,M,,,1979-02-14,R,,2016-01-01 04:08:44.79969,2016-01-01 04:08:44.79969,197
2091,wodes,Wayne,Odesnik,M,,,1985-11-21,L,2,2016-01-01 04:08:44.811854,2016-01-01 04:08:44.811854,13
2092,wprak,Wynne,Prakusya,F,,,1981-04-26,R,2,2016-01-01 04:08:44.823684,2016-01-01 04:08:44.823684,102
2093,wprob,Wiltrud,Probst,F,,,1969-05-29,,,2016-01-01 04:08:44.835538,2016-01-01 04:08:44.835538,82
2094,wschr,Wolfgang,Schranz,M,,,1976-03-18,R,2,2016-01-01 04:08:44.847302,2016-01-01 04:08:44.847302,14
2095,wturn,Wendy,Turnbull,F,,,1952-11-26,R,,2016-01-01 04:08:44.859442,2016-01-01 04:08:44.859442,13
2096,wwhit,Wendy,White-Prausa,F,,,1960-09-29,,,2016-01-01 04:08:44.871645,2016-01-01 04:08:44.871645,228
2097,wwood,Wendy,Wood,F,,,1964-04-20,,,2016-01-01 04:08:44.895664,2016-01-01 04:08:44.895664,228
2098,xadam,Xanthe,Adams,F,,,1968-11-14,,,2016-01-01 04:08:44.907534,2016-01-01 04:08:44.907534,13
2099,xdauf,Xavier,Daufresne,M,,,1968-12-24,R,,2016-01-01 04:08:44.919424,2016-01-01 04:08:44.919424,21
2100,xhan,Xinyun,Han,F,,,1990-05-30,L,2,2016-01-01 04:08:44.931291,2016-01-01 04:08:44.931291,44
2101,xmali,Xavier,Malisse,M,,,1980-07-19,R,2,2016-01-01 04:08:44.943244,2016-01-01 04:08:44.943244,21
2102,ybast,Yvette,Basting,F,,,1977-06-08,R,2,2016-01-01 04:08:44.955371,2016-01-01 04:08:44.955371,153
2103,ybasu,Yayuk,Basuki,F,,,1970-11-30,R,,2016-01-01 04:08:44.967311,2016-01-01 04:08:44.967311,102
2104,ybeyg,Yuliya,Beygelzimer,F,,,1983-10-20,R,2,2016-01-01 04:08:44.979292,2016-01-01 04:08:44.979292,225
2105,ydoum,Yahiya,Doumbia,M,,,1963-08-25,R,,2016-01-01 04:08:44.991449,2016-01-01 04:08:44.991449,188
2106,yelay,Younes,El Aynaoui,M,,,1971-09-12,R,1,2016-01-01 04:08:45.003506,2016-01-01 04:08:45.003506,147
2107,yfeda,Yuliana,Fedak,F,,,1983-06-08,R,2,2016-01-01 04:08:45.015324,2016-01-01 04:08:45.015324,225
2108,yfedo,Yuliana,Fedossova,F,,,1988-07-01,R,2,2016-01-01 04:08:45.027713,2016-01-01 04:08:45.027713,74
2109,yhlu,Yen-Hsun,Lu,M,,,1983-08-14,R,,2016-01-01 04:08:45.039774,2016-01-01 04:08:45.039774,211
2110,yiyoo,Yong-Il,YooN,M,,,1973-09-22,R,,2016-01-01 04:08:45.051458,2016-01-01 04:08:45.051458,115
2111,yjcha,Yung-Jan,Chan,F,,,1989-08-17,R,2,2016-01-01 04:08:45.063606,2016-01-01 04:08:45.063606,211
2112,yjcho,Yoon Jeong,Cho,F,,,1979-04-02,R,2,2016-01-01 04:08:45.075723,2016-01-01 04:08:45.075723,115
2113,ykafe,Yevgeny,Kafelnikov,M,,,1971-02-18,R,2,2016-01-01 04:08:45.087418,2016-01-01 04:08:45.087418,179
2114,ykami,Yone,Kamio,F,,,1971-11-22,,,2016-01-01 04:08:45.124548,2016-01-01 04:08:45.124548,109
2115,ykoiz,Yukie,Koizumi,F,,,1958-01-24,,,2016-01-01 04:08:45.137118,2016-01-01 04:08:45.137118,109
2116,ymeus,Yvonne,Meusburger,F,,,1983-10-03,R,2,2016-01-01 04:08:45.149739,2016-01-01 04:08:45.149739,14
2117,ymkwo,Yong-Min,KWon,M,,,1964-11-24,,,2016-01-01 04:08:45.161348,2016-01-01 04:08:45.161348,228
2118,ynoah,Yannick,Noah,M,,,1960-05-18,R,1,2016-01-01 04:08:45.173392,2016-01-01 04:08:45.173392,74
2119,yputi,Yulia,Putintseva,F,,,1995-01-07,,,2016-01-01 04:08:45.185019,2016-01-01 04:08:45.185019,111
2120,yschu,Yuri,Schukin,M,,,1979-06-26,R,,2016-01-01 04:08:45.197195,2016-01-01 04:08:45.197195,179
2121,ysema,Yurika,Sema,F,,,1986-12-25,L,2,2016-01-01 04:08:45.208954,2016-01-01 04:08:45.208954,109
2122,yshve,Yaroslava,Shvedova,F,,,1987-09-12,R,2,2016-01-01 04:08:45.220766,2016-01-01 04:08:45.220766,179
2123,ysugi,Yuichi,Sugita,M,,,1988-09-18,R,2,2016-01-01 04:08:45.232717,2016-01-01 04:08:45.232717,109
2124,ywick,Yanina,Wickmayer,F,,,1989-10-20,R,2,2016-01-01 04:08:45.244687,2016-01-01 04:08:45.244687,21
2125,yydua,Ying-Ying,Duan,F,,,1989-07-03,R,2,2016-01-01 04:08:45.25633,2016-01-01 04:08:45.25633,44
2126,yyosh,Yuka,Yoshida,F,,,1976-04-01,R,2,2016-01-01 04:08:45.268589,2016-01-01 04:08:45.268589,109
2127,yzhan,Yuxuan,Zhang,F,,,1994-08-19,,,2016-01-01 04:08:45.280268,2016-01-01 04:08:45.280268,44
2129,zdiya,Zarina,Diyas,F,,,1993-10-18,R,2,2016-01-01 04:08:45.304224,2016-01-01 04:08:45.304224,111
2130,zflei,Zack,Fleishman,M,,,1980-03-17,R,,2016-01-01 04:08:45.316248,2016-01-01 04:08:45.316248,228
2131,zgarr,Zina,Garrison,F,,,1963-11-16,R,,2016-01-01 04:08:45.328471,2016-01-01 04:08:45.328471,228
2132,zguba,Zsofia,Gubacsi,F,,,1981-04-06,R,2,2016-01-01 04:08:45.340323,2016-01-01 04:08:45.340323,99
2133,zkraj,Zeljko,Krajan,M,,,1979-02-03,R,,2016-01-01 04:08:45.35214,2016-01-01 04:08:45.35214,54
2134,zkuco,Zuzana,Kucova,F,,,1982-06-26,R,2,2016-01-01 04:08:45.364363,2016-01-01 04:08:45.364363,193
2135,zlese,Zuzana,Lesenarova,F,,,1977-08-01,,,2016-01-01 04:08:45.376311,2016-01-01 04:08:45.376311,57
2136,zondr,Zuzana,Ondraskova,F,,,1980-05-03,R,2,2016-01-01 04:08:45.388134,2016-01-01 04:08:45.388134,57
2137,zyan,Zi,Yan,F,,,1984-11-12,R,B,2016-01-01 04:08:45.4002,2016-01-01 04:08:45.4002,44
2138,zzhan,Ze,Zhang,M,,,1990-07-04,R,,2016-01-01 04:08:45.41218,2016-01-01 04:08:45.41218,44
2139,mgiro,Marcus,Giron,M,,,1993-07-24,R,2,2016-01-01 04:08:45.425244,2016-01-01 04:08:45.425244,228
2140,jmcge,James,McGee,M,,,1987-06-10,R,2,2016-01-01 04:08:45.436047,2016-01-01 04:08:45.436047,105
2141,bcori,Borna,Coric,M,,,1996-11-14,R,2,2016-01-01 04:08:45.447948,2016-01-01 04:08:45.447948,54
2142,tdani,Taro,Daniel,M,,,1993-01-27,R,2,2016-01-01 04:08:45.459983,2016-01-01 04:08:45.459983,109
2143,ralbo,Radu,Albot,M,,,1989-11-11,L,B,2016-01-01 04:08:45.484162,2016-01-01 04:08:45.484162,128
2144,nrubi,Noah,Rubin,M,,,1996-02-21,R,2,2016-01-01 04:08:45.497236,2016-01-01 04:08:45.497236,228
2145,jdona,Jared,Donaldson,M,,,1996-10-09,R,2,2016-01-01 04:08:45.509029,2016-01-01 04:08:45.509029,228
2146,ndese,Niels,Desein,M,,,1987-06-09,R,2,2016-01-01 04:08:45.520029,2016-01-01 04:08:45.520029,21
2147,ynish,Yoshihito,Nishioka,M,,,1995-09-27,L,2,2016-01-01 04:08:45.532293,2016-01-01 04:08:45.532293,109
2148,cbell,Catherine,Bellis,F,,,1999-04-08,R,2,2016-01-01 04:08:45.545063,2016-01-01 04:08:45.545063,228
2149,qwang,Qiang,Wang,F,,,1992-01-14,R,2,2016-01-01 04:08:45.55596,2016-01-01 04:08:45.55596,44
2150,szhen,Saisai,Zheng,F,,,1994-02-05,R,2,2016-01-01 04:08:45.568735,2016-01-01 04:08:45.568735,44
2151,faban,Francoise,Abanda,F,,,1997-02-05,R,2,2016-01-01 04:08:45.592321,2016-01-01 04:08:45.592321,38
2152,ojabe,Ons,Jabeur,F,,,1994-08-28,R,2,2016-01-01 04:08:45.604186,2016-01-01 04:08:45.604186,219
2153,asasn,Aliaksandra,Sasnovich,F,,,1994-03-22,R,2,2016-01-01 04:08:45.616529,2016-01-01 04:08:45.616529,20
2154,dcoll,Danielle Rose,Collins,F,,,1993-12-13,R,2,2016-01-01 04:08:45.629031,2016-01-01 04:08:45.629031,228
1195,lmesk,Leila,Meskhi,F,,,1968-01-05,,,2016-01-01 04:08:32.448173,2016-02-11 20:32:41.711953,81
1538,nmedv,Natalia,Medvedeva,F,,,1971-11-15,,,2016-01-01 04:08:37.274153,2016-02-11 20:48:24.360871,225
429,csuk,Cyril,Suk,M,,,1967-01-29,R,2,2016-01-01 04:08:22.227703,2016-02-11 21:09:26.909658,242
501,dkraj,Denisa,Krajcovicova,F,,,1968-10-18,,,2016-01-01 04:08:23.103387,2016-02-11 21:15:01.406166,193
1838,sgole,Sabrina,Goles,F,,,1965-06-03,,,2016-01-01 04:08:41.511961,2016-02-11 21:15:15.618756,54
1099,knova,Karel,Novacek,M,,,1965-03-30,R,,2016-01-01 04:08:31.152904,2016-02-11 21:15:27.156349,57
1629,pkord,Petr,Korda,M,,,1968-01-23,L,,2016-01-01 04:08:38.690282,2016-02-11 21:16:28.595415,57
1691,rbobk,Radka,Bobkova,F,,,1973-02-12,,,2016-01-01 04:08:39.435265,2016-02-11 21:16:39.020201,57
1436,msele,Monica,Seles,F,,,1973-12-02,L,B,2016-01-01 04:08:35.679776,2016-02-11 21:17:08.89855,228
616,esvig,Eva,Sviglerova,F,,,1971-07-13,,,2016-01-01 04:08:24.58912,2016-02-11 21:17:21.760127,57
2021,tsmid,Tomas,Smid,M,,,1956-05-20,R,,2016-01-01 04:08:43.947668,2016-02-11 21:22:16.760239,57
147,amint,Anne,Minter,F,,,1963-04-03,,,2016-01-01 04:08:18.517761,2016-02-11 21:22:36.103625,13
32,acher,Andrei,Cherkasov,M,,,1970-07-04,,,2016-01-01 04:08:17.114339,2016-02-11 21:23:05.908148,179
791,ibuda,Iva,Budarova,F,,,1960-07-31,,,2016-01-01 04:08:27.109949,2016-02-11 21:23:11.419378,57
2128,zali,Zeeshan,Ali,M,,,1970-01-19,R,,2016-01-01 04:08:45.292246,2016-02-11 21:23:43.090854,101
1066,khabs,Karina,Habsudova,F,,,1973-08-02,R,2,2016-01-01 04:08:30.708288,2016-02-11 21:24:41.623496,193
219,astrn,Andrea,Strnadova,F,,,1972-05-28,,,2016-01-01 04:08:19.395681,2016-02-11 21:24:47.763435,57
346,cbass,Carling,Bassett-Seguso,F,,,1967-10-09,R,2,2016-01-01 04:08:21.062094,2016-02-11 21:24:55.095216,38
324,bstan,Branislav,Stankovic,M,,,1965-05-30,R,,2016-01-01 04:08:20.774896,2016-02-11 21:25:05.080067,193
965,jnovo,Jana,Novotna,F,,,1968-10-02,R,,2016-01-01 04:08:29.496805,2016-02-11 21:25:14.757561,57
1383,mmerk,Mark,Merklein,M,,,1972-06-28,R,,2016-01-01 04:08:34.849951,2016-02-11 21:26:37.693259,16
833,janposp,Jana,Pospisilova,F,,,1970-03-23,,,2016-01-01 04:08:27.659985,2016-02-11 21:28:22.417489,57
1771,rvoge,Richard,Vogel,M,,,1964-08-13,,,2016-01-01 04:08:40.54089,2016-02-11 21:28:27.477238,57
2155,mdlim,Mohamed,Dlimi,M,,,,B,,2016-02-22 00:15:14.413506,2016-02-22 00:15:14.413506,147
2156,jnils,Jorgen,Nilsson,M,,,1969-07-09,B,,2016-02-22 00:17:21.683952,2016-02-22 00:17:21.683952,208
2157,jnune,Jose,Nunes,M,,,1968-03-05,B,,2016-02-22 00:59:25.99966,2016-02-22 00:59:25.99966,174
2158,pdogg,Paul,Dogger,M,,,1971-07-04,B,,2016-02-22 01:00:42.437756,2016-02-22 01:00:42.437756,153
2159,whunt,Woody,Hunt,M,,,1966-12-03,B,,2016-02-22 01:07:07.272023,2016-02-22 01:07:07.272023,228
2160,gbeze,George,Bezecny,M,,,1963-03-24,B,,2016-02-22 01:09:41.523127,2016-02-22 01:09:41.523127,228
2161,hmegh,Hemel,Meghani,F,,,1966-01-08,B,,2016-02-22 01:11:11.883387,2016-02-22 01:11:11.883387,228
2162,lalme,Leandro,Almeida,M,,,,B,,2016-02-22 01:17:56.740799,2016-02-22 01:17:56.740799,30
2163,agood,Akiko,Gooden,F,,,1972-02-14,B,,2016-02-22 01:19:00.757254,2016-02-22 01:19:00.757254,228
2164,mgasb,Manuel,Gasbarri,M,,,,B,,2016-02-22 01:25:36.250151,2016-02-22 01:25:36.250151,107
2165,rwawr,Reinhard,Wawra,M,,,1973-02-07,B,,2016-02-22 01:26:25.886444,2016-02-22 01:26:25.886444,14
2168,rgalo,Reda,Galou,M,,,,B,,2016-02-22 01:47:51.562429,2016-02-22 01:47:51.562429,3
2169,dalle,Denisa,Allertova,F,,,1993-03-07,R,2,2016-02-22 03:18:59.40593,2016-02-22 03:29:05.850288,57
2170,rhoge,Richel,Hogenkamp,F,,,1992-04-16,R,2,2016-02-22 03:18:59.484462,2016-02-22 03:29:05.879072,153
2171,ododi,Oceane,Dodin,F,,,1996-10-24,R,2,2016-02-22 03:18:59.507107,2016-02-22 03:29:05.902417,74
2172,asmes,An-Sophie,Mestach,F,,,1994-03-07,R,2,2016-02-22 03:18:59.517936,2016-02-22 03:29:05.913283,21
2173,eymer,Elias,Ymer,M,,,1996-04-10,R,2,2016-02-22 03:18:59.529608,2016-02-22 03:29:05.925459,208
2174,mcopi,Marius,Copil,M,,,1990-10-17,R,1,2016-02-22 03:18:59.542003,2016-02-22 03:29:05.936942,178
2175,ybham,Yuki,Bhambri,M,,,1992-07-04,R,2,2016-02-22 03:18:59.553221,2016-02-22 03:29:05.94841,101
2176,marca,Marion,Arcangioli,F,,,1994-08-28,R,2,2016-02-22 03:18:59.565113,2016-02-22 03:29:05.960254,74
2177,mgasp,Margarita,Gasparyan,F,,,1994-09-01,R,1,2016-02-22 03:18:59.577644,2016-02-22 03:29:05.972475,179
2178,lchir,Louisa,Chirico,F,,,1996-05-16,R,2,2016-02-22 03:18:59.589959,2016-02-22 03:29:05.985153,228
2179,vcepe,Veronica,Cepede Royg,F,,,1992-01-21,R,2,2016-02-22 03:18:59.600534,2016-02-22 03:29:05.995906,169
2180,mline,Magda,Linette,F,,,1992-02-12,R,2,2016-02-22 03:18:59.612634,2016-02-22 03:29:06.007865,173
2181,josta,Jelena,Ostapenko,F,,,1997-06-08,R,2,2016-02-22 03:18:59.624085,2016-02-22 03:29:06.020081,119
2182,yfxu,Yi-Fan,Xu,F,,,1988-08-08,L,2,2016-02-22 03:18:59.638839,2016-02-22 03:29:06.031991,44
2183,lzhu,Lin,Zhu,F,,,1994-01-28,R,2,2016-02-22 03:18:59.650106,2016-02-22 03:29:06.044244,44
2184,lsieg,Laura,Siegemund,F,,,1988-03-04,R,2,2016-02-22 03:18:59.662135,2016-02-22 03:29:06.056187,82
2185,nbasi,Nikoloz,Basilashvili,M,,,1992-02-23,R,2,2016-02-22 03:18:59.674394,2016-02-22 03:29:06.068314,81
2186,lvann,Luca,Vanni,M,,,1985-06-04,R,2,2016-02-22 03:18:59.685993,2016-02-22 03:29:06.079907,107
2187,ggigo,Germain,Gigounon,M,,,1989-04-20,R,1,2016-02-22 03:18:59.697681,2016-02-22 03:29:06.091702,21
2188,qhaly,Quentin,Halys,M,,,1996-10-26,R,2,2016-02-22 03:18:59.710223,2016-02-22 03:29:06.103908,74
2189,mhamo,Maxime,Hamou,M,,,1995-06-08,R,2,2016-02-22 03:18:59.721777,2016-02-22 03:29:06.115552,74
2190,chlind,Christian,Lindell,M,,,1991-11-20,R,2,2016-02-22 03:18:59.734212,2016-02-22 03:29:06.127897,208
2191,kcopp,Kimmer,Coppejans,M,,,1994-02-07,R,2,2016-02-22 03:18:59.74616,2016-02-22 03:29:06.140096,21
2192,ftiaf,Frances,Tiafoe,M,,,1998-01-20,R,2,2016-02-22 03:18:59.758594,2016-02-22 03:29:06.152524,228
2193,hchun,Hyeon,Chung,M,,,1996-05-19,R,2,2016-02-22 03:18:59.770443,2016-02-22 03:29:06.164175,115
2194,azver,Alexander,Zverev,M,,,1997-04-20,R,2,2016-02-22 03:18:59.78166,2016-02-22 03:29:06.175619,82
2195,lbroa,Liam,Broady,M,,,1994-01-04,L,2,2016-02-22 03:18:59.799956,2016-02-22 03:29:06.18863,227
2196,tpaul,Tommy,Paul,M,,,1997-05-17,R,2,2016-02-22 03:18:59.81916,2016-02-22 03:29:06.200769,228
2197,mcecc,Marco,Cecchinato,M,,,1992-09-30,R,1,2016-02-22 03:18:59.830132,2016-02-22 03:29:06.21134,107
2198,rshan,Ryan,Shane,M,,,1994-04-15,R,1,2016-02-22 03:18:59.843141,2016-02-22 03:29:06.225257,228
2199,arubl,Andrey,Rublev,M,,,1997-10-20,R,2,2016-02-22 03:18:59.853299,2016-02-22 03:29:06.235649,179
2200,bfrat,Bjorn,Fratangelo,M,,,1993-07-19,R,2,2016-02-22 03:18:59.86759,2016-02-22 03:29:06.248296,228
2201,roliv,Renzo,Olivo,M,,,1992-03-15,R,2,2016-02-22 03:18:59.878206,2016-02-22 03:29:06.260007,10
2202,ojasi,Omas,Jasika,M,,,1997-05-18,L,2,2016-02-22 03:18:59.890442,2016-02-22 03:29:06.271828,13
2203,jkova,Josef,Kovalik,M,,,1994-11-04,R,2,2016-02-22 03:18:59.902234,2016-02-22 03:29:06.283442,193
2204,mtrun,Marco,Trungelliti,M,,,1990-01-31,R,2,2016-02-22 03:18:59.914154,2016-02-22 03:29:06.295653,10
2205,mbasi,Mirza,Basic,M,,,1991-07-12,R,2,2016-02-22 03:29:06.307955,2016-02-22 03:29:06.307955,27
2206,tfrit,Taylor,Fritz,M,,,1997-10-28,R,2,2016-02-22 03:29:06.320754,2016-02-22 03:29:06.320754,228
2207,kkozl,Kateryna,Kozlova,F,,,1994-02-20,R,2,2016-02-22 03:29:06.332143,2016-02-22 03:29:06.332143,225
2208,dkasa,Darya,Kasatkina,F,,,1997-05-17,R,2,2016-02-22 03:29:06.344029,2016-02-22 03:29:06.344029,179
2209,skeni,Sofia,Kenin,F,,,1998-11-14,R,2,2016-02-22 03:29:06.357558,2016-02-22 03:29:06.357558,228
2210,jpegu,Jessica,Pegula,F,,,1994-02-24,R,2,2016-02-22 03:29:06.369259,2016-02-22 03:29:06.369259,228
2211,mhibi,Mayo,Hibi,F,,,1996-04-03,R,1,2016-02-22 03:29:06.379841,2016-02-22 03:29:06.379841,109
2212,tmrde,Tereza,Mrdeza,F,,,1990-11-14,R,2,2016-02-22 03:29:06.404419,2016-02-22 03:29:06.404419,54
2213,jloeb,Jamie,Loeb,F,,,1995-03-08,R,2,2016-02-22 03:29:06.417559,2016-02-22 03:29:06.417559,228
2214,msakk,Maria,Sakkari,F,,,1995-07-25,R,2,2016-02-22 03:29:06.429517,2016-02-22 03:29:06.429517,85
2215,nhibi,Nao,Hibino,F,,,1994-11-28,R,2,2016-02-22 03:29:06.440928,2016-02-22 03:29:06.440928,109
2216,vgolu,Viktorija,Golubic,F,,,1992-10-18,R,1,2016-02-22 03:29:06.452962,2016-02-22 03:29:06.452962,209
2217,ywang,Yafan,Wang,F,,,1994-04-30,R,2,2016-02-22 03:29:06.464795,2016-02-22 03:29:06.464795,44
2218,phon,Priscilla,Hon,F,,,1998-05-10,R,2,2016-02-22 03:29:06.476564,2016-02-22 03:29:06.476564,13
2219,nosak,Naomi,Osaka,F,,,1997-10-18,R,2,2016-02-22 03:29:06.488554,2016-02-22 03:29:06.488554,109
2220,mingl,Maddison,Inglis,F,,,1998-01-14,R,2,2016-02-22 03:29:06.500407,2016-02-22 03:29:06.500407,13
2221,kbirr,Kimberly,Birrell,F,,,1998-04-20,R,2,2016-02-22 03:29:06.512104,2016-02-22 03:29:06.512104,13
2222,tpatt,Tammi,Patterson,F,,,1990-01-03,R,2,2016-02-22 03:29:06.524478,2016-02-22 03:29:06.524478,13
2223,jpxia,Jia-Ping,Xia,M,,,1969-03-01,B,,2016-02-22 03:35:57.504142,2016-02-22 03:35:57.504142,44
2224,maure,Marcos,Aurelio Gorriz,M,,,1964-03-04,B,,2016-02-22 03:36:15.992538,2016-02-22 03:36:15.992538,200
2296,kober,Karin,Oberleitner,F,,,1968-03-14,B,,2016-02-22 04:44:56.19554,2016-02-22 04:44:56.19554,14
2297,salbi,Sofie,Albinus,F,,,1972-09-21,B,,2016-02-22 04:48:29.991504,2016-02-22 04:48:29.991504,58
2298,zwsun,Zhi-Wei,Sun,M,,,,B,,2016-02-22 04:49:39.37736,2016-02-22 04:49:39.37736,44
2299,amay,Alysia,May,F,,,1971-01-31,B,,2016-02-22 04:49:41.513277,2016-02-22 04:49:41.513277,228
2300,rfarc,Remus,Farcas,M,,,1971-12-11,B,,2016-02-22 04:49:43.594171,2016-02-22 04:49:43.594171,178
2301,apopp_2,Anouschka,Popp,F,,,1972-07-19,B,,2016-02-22 04:49:45.410745,2016-02-22 04:49:45.410745,82
2302,mpump,Michael,Pumpr,M,,,,B,,2016-02-22 04:49:47.214742,2016-02-22 04:49:47.214742,57
2303,candr,Chad,Andrews,M,,,,B,,2016-02-22 04:49:49.171663,2016-02-22 04:49:49.171663,228
2304,hhara,Hiroko,Hara,F,,,1972-02-01,B,,2016-02-22 04:49:51.105051,2016-02-22 04:49:51.105051,109
2305,gkalo,George,Kalovelonis,M,,,1959-08-23,B,,2016-02-22 04:49:53.089051,2016-02-22 04:49:53.089051,85
2306,kwede,Krister,Wedenby,M,,,1971-12-13,B,,2016-02-22 04:49:55.037423,2016-02-22 04:49:55.037423,208
2307,trodg,Tracey,Rodgers,F,,,1967-12-18,B,,2016-02-22 04:49:57.009939,2016-02-22 04:49:57.009939,13
2308,sgius,Sabrina,Giusto,F,,,1971-08-31,B,,2016-02-22 04:50:42.707753,2016-02-22 04:50:42.707753,30
2309,sbran,Sven,Brandau,M,,,,B,,2016-02-22 04:50:44.586525,2016-02-22 04:50:44.586525,228
2310,rgadd,Rikki,Gaddie,F,,,1971-09-02,B,,2016-02-22 04:50:46.565039,2016-02-22 04:50:46.565039,197
2311,fwalk,Fabio,Walker,M,,,,B,,2016-02-22 04:50:48.497469,2016-02-22 04:50:48.497469,38
2312,ovogt,Oliver,Vogt,M,,,,B,,2016-02-22 04:50:50.672932,2016-02-22 04:50:50.672932,82
2313,fkrum,Florian,Krumrey,M,,,1970-01-27,B,,2016-02-22 04:50:52.659225,2016-02-22 04:50:52.659225,82
2314,klaza,Krassimir,Lazarov,M,,,1966-03-06,B,,2016-02-22 04:50:54.667735,2016-02-22 04:50:54.667735,33
2315,dblan,Daniella,Blanke,F,,,1973-01-12,B,,2016-02-22 04:50:56.565423,2016-02-22 04:50:56.565423,82
2316,mozer,Mark,Ozer,M,,,1964-06-16,B,,2016-02-22 04:50:58.61221,2016-02-22 04:50:58.61221,228
2317,tobzi_2,Tzipora,Obziler,F,,,1973-04-19,B,,2016-02-22 04:51:00.426165,2016-02-22 04:51:00.426165,106
2318,rurzu,Rodrigo,Urzua,M,,,,B,,2016-02-22 04:51:02.376533,2016-02-22 04:51:02.376533,43
2319,phand,Paul,Hand,M,,,1965-07-03,B,,2016-02-22 04:51:04.387179,2016-02-22 04:51:04.387179,246
2320,avanb,Amy,Van Buuren,F,,,1969-05-20,B,,2016-02-22 04:51:06.358176,2016-02-22 04:51:06.358176,153
2321,nsaba,Nicolas,Sabas,M,,,1972-05-26,B,,2016-02-22 04:51:08.522307,2016-02-22 04:51:08.522307,74
2322,nrooi,Nicolette,Rooimans,F,,,1968-07-28,B,,2016-02-22 04:51:10.420473,2016-02-22 04:51:10.420473,153
2323,zkras,Zoltan,Krasznai,M,,,,B,,2016-02-22 04:51:12.370131,2016-02-22 04:51:12.370131,99
2324,pgian,Pierpaolo,Gianfaldoni,M,,,,B,,2016-02-22 04:51:14.3565,2016-02-22 04:51:14.3565,107
2325,fmore,Francisco,Morell,M,,,,B,,2016-02-22 04:51:16.293177,2016-02-22 04:51:16.293177,200
2326,anish_2,Akemi,Nishiya-Kinoshita,F,,,1965-03-11,B,,2016-02-22 04:51:18.212765,2016-02-22 04:51:18.212765,109
2327,kduel,Katharina,Duell,F,,,1973-04-09,B,,2016-02-22 04:51:20.270057,2016-02-22 04:51:20.270057,82
2328,ipelt,Ingrid,Peltzer,F,,,1970-03-30,B,,2016-02-22 04:51:22.155172,2016-02-22 04:51:22.155172,82
2329,rberg,Rikard,Bergh,M,,,1966-06-14,B,,2016-02-22 04:51:24.342314,2016-02-22 04:51:24.342314,208
2330,spetr,Sascha,Petratschek,M,,,1973-02-17,B,,2016-02-22 04:51:26.361789,2016-02-22 04:51:26.361789,82
2331,thkon,Tae-Hee,Kong,M,,,1970-06-17,B,,2016-02-22 04:51:28.383238,2016-02-22 04:51:28.383238,246
2332,neric,Nina,Erickson,F,,,1970-06-14,B,,2016-02-22 04:51:30.366051,2016-02-22 04:51:30.366051,208
2333,llamp,Lars,Lampe,M,,,,B,,2016-02-22 04:51:32.374616,2016-02-22 04:51:32.374616,82
2334,nsout,Ninoska,Souto,F,,,1968-12-03,B,,2016-02-22 04:51:34.415534,2016-02-22 04:51:34.415534,200
2335,jgara,Juan,Garat,M,,,1973-05-16,B,,2016-02-22 04:51:36.271273,2016-02-22 04:51:36.271273,10
2336,gcoor,Gaby,Coorengel,F,,,1969-11-27,B,,2016-02-22 04:51:38.307734,2016-02-22 04:51:38.307734,153
2337,dvale,Diana,Valenti,F,,,,B,,2016-02-22 04:51:40.311544,2016-02-22 04:51:40.311544,228
2338,mbarn,Marius,Barnard,M,,,1969-01-20,B,,2016-02-22 04:51:42.456507,2016-02-22 04:51:42.456507,197
2339,mjung,Manfred,Jungnitsch,M,,,1958-01-03,B,,2016-02-22 04:51:44.244451,2016-02-22 04:51:44.244451,82
2340,jnabi,Jean,Nabi,M,,,,B,,2016-02-22 04:51:46.136936,2016-02-22 04:51:46.136936,246
2341,mcoma,Mario,Comanescu,M,,,,B,,2016-02-22 04:51:47.987688,2016-02-22 04:51:47.987688,178
2342,sjim,Sook-Ja,Im,F,,,1966-02-01,B,,2016-02-22 04:51:50.000596,2016-02-22 04:51:50.000596,246
2343,jhoff,Joel,Hoffman,M,,,1958-10-14,B,,2016-02-22 04:51:51.938481,2016-02-22 04:51:51.938481,228
2344,vmilv,Victoria,Milvidskaia,F,,,1967-04-20,B,,2016-02-22 04:51:53.865417,2016-02-22 04:51:53.865417,246
2345,svane,Stefan,Vanemo,M,,,,B,,2016-02-22 04:51:55.870325,2016-02-22 04:51:55.870325,208
2346,pcoll,Paloma,Collantes,F,,,1972-08-23,B,,2016-02-22 04:51:57.808739,2016-02-22 04:51:57.808739,228
