Player Id,First Name,Last Name,Country,Gender,Alt Last Name 1,Alt Last Name 2,DOB,Hand,Backhand
JAFau,Jo-Anne,Faull,Australia,F,,,1971-01-13,,
JaGood,Jason,Goodall,UK,M,,,1967-01-23,R,
JAlon,Julian,Alonso-Pintor,Spain,M,,,1977-08-02,R,
JAMar,Juan-Antonio,Marin,Costa Rica,M,,,1975-03-02,R,
JAnde,Johan,Anderson,Australia,M,,,1971-09-29,R,
JanPosp,Jana,Pospisilova,Czechoslovakia,F,,,1970-03-23,,
JApel,Jan,Apell,Sweden,M,,,1969-11-04,L,
JArba,John,Arbanas,Australia,M,,,1970-02-07,,
JAria,Jimmy,Arias,USA,M,,,1984-08-16,R,
JarPosp,Jaroslav,Pospisil,Czech Republic,M,,,1981-02-09,B,
JArre,Jordi,Arrese,Spain,M,,,1964-08-29,R,
JAVil,Juan-Albert,Viloca-Puig,Spain,M,,,1973-01-17,R,
JaWard,James,Ward,UK,M,,,1987-02-09,R,2
JBake,Jamie,Baker,UK,M,,,1986-08-05,R,2
JBate,Jeremy,Bates,UK,M,,,1962-06-19,R,
JBenn,Julien,Benneteau,France,M,,,1981-12-20,R,2
JBerg,Jay,Berger,USA,M,,,1966-11-26,R,
JBjor,Jonas,Bjorkman,Sweden,M,,,1972-03-23,R,2
JBlak,James,Blake,USA,M,,,1979-12-28,R,1
JBout,Julien,Boutter,France,M,,,1974-04-05,R,
JBowe,Justin,Bower,South Africa,M,,,1978-05-23,L,
JBoyt,John,Boytim,USA,M,,,1967-12-21,,
JBPer,Jean-Baptiste,Perlant,France,M,,,1977-02-22,R,
JBras,Jack,Brasington,USA,M,,,1976-09-09,R,
JBrow,Jimmy,Brown,USA,M,,,1965-04-28,R,
JBSve,Jonas B.,Svensson,Sweden,M,,,1966-10-21,R,
JBuri,Jordi,Burillo,Spain,M,,,1972-12-07,R,
JByrn,Jenny,Byrne,Australia,F,,,1967-02-25,,
JCant,Jonathan,Canter,USA,M,,,1965-06-04,R,
JCapr,Jennifer,Capriati,USA,F,,,1976-03-29,R,2
JCarl,Johan,Carlsson,Sweden,M,,,1966-01-29,R,
JCask,Jason,Cask,Australia,M,,,1971-02-07,,
JCBag,Juan-Carlos,Baguena,Spain,M,,,1967-01-07,R,
JCepe,Jana,Cepelova,Slovakia,F,,,1993-05-29,R,2
JCFau,Jean-Christophe,Faurel,France,M,,,1981-03-06,R,
JCFer,Juan Carlos,Ferrero,Spain,M,,,1980-02-12,R,2
JChar,Jeremy,Chardy,France,M,,,1987-02-12,R,
JChi,Jane,Chi,USA,F,,,1974-06-21,R,
JCiha,Josef,Cihak,Czech Republic,M,,,1963-03-19,R,
JCohe,Julia,Cohen,USA,F,,,1989-03-23,R,B
JCoin,Julie,Coin,France,F,,,1982-12-02,R,2
JConn,Jimmy,Connors,USA,M,,,1952-09-02,L,2
JCour,Jim,Courier,USA,M,,,1970-08-17,R,2
JCrab,Jaymon,Crabb,Australia,M,,,1978-03-06,R,
JCrav,Jorgelina,Cravero,Argentina,F,,,1982-01-23,R,2
JCray,Jill,Craybas,USA,F,,,1974-07-04,R,2
JCunh,Joao,Cunha-Silva,Portugal,M,,,1967-11-27,R,
JDDeV,Jonathan,Dasnieres De Veigy,France,M,,,1987-01-05,L,2
JDelg,Jamie,Delgado,UK,M,,,1977-03-21,R,
JDiaz,Jacobo,Diaz-Ruiz,Spain,M,,,1976-07-11,R,
JDitt,Julie,Ditty,USA,F,,,1979-01-04,L,2
JDoki,Jelena,Dokic,Australia,F,,,1983-04-12,R,2
JDuck,James,Duckworth,Australia,M,,,1982-01-21,R,
JDuri,Jo,Durie,UK,F,,,1960-07-27,R,
JEagl,Joshua,Eagle,Australia,M,,,1973-05-10,R,2
JeGood,Jennifer,Goodling,USA,F,,,1962-04-26,,
JeLevi,Jesse,Levine,USA,M,,,1987-10-15,L,2
JElti,Jacco,Eltingh,Netherlands,M,,,1970-08-29,R,
JEmmo,Jessica,Emmons,USA,F,,,1970-09-13,,
JEyss,Jonathan,Eysseric,France,M,,,1990-05-27,L,2
JFAlt,Jose-Francisco,Altur,Spain,M,,,1968-03-24,L,
JFAnd,Jan-Frode,Andersen,Norway,M,,,1972-08-29,L,
JFBac,Jean-Francois,Bachelot,France,M,,,1977-06-11,R,
JFitz,John,Fitzgerald,Australia,M,,,1960-12-28,R,
JFran,Javier,Frana,Argentina,M,,,1966-12-25,L,
JFraw,John,Frawley,Australia,M,,,1965-07-04,R,
JFuch,Jennifer,Fuchs,USA,F,,,1967-07-02,,
JGajd,Jarmila,Gajdosova,Slovakia,F,Groth,,1987-04-26,R,2
JGime,Justin,Gimelstob,USA,M,,,1977-01-26,R,
JGlus,Julia,Glushko,Israel,F,,,1990-01-01,R,2
JGoer,Julia,Goerges,Germany,F,,,1988-11-02,R,2
JGold,Jamie,Golder,UK,F,,,1962-01-21,,
JGolm,Jerome,Golmard,France,M,,,1973-09-09,L,
JGrab,Jim,Grabb,USA,M,,,1964-04-14,R,
JGunn,Jan,Gunnarsson,Sweden,M,,,1962-05-30,R,
JHaeh,Jerome,Haehnel,France,M,,,1980-07-14,R,
JHaje,Jan,Hajek,Czech Republic,M,,,1983-08-07,R,
JHala,Julie,Halard,France,F,Decugis,,1970-09-10,R,2
JHamp,Jamie,Hampton,USA,F,,,1990-01-08,R,2
JHeni,Justine,Henin,Belgium,F,Hardenne,,1982-06-01,R,1
JHern,Jan,Hernych,Czech Republic,M,,,1979-07-07,R,
JHeth,Jill,Hetherington,Canada,F,,,1964-10-27,,
JHlas,Jakob,Hlasek,Switzerland,M,,,1964-11-12,R,
JHodd,Justine,Hodder,Australia,F,,,1972-03-10,,
JHopk,Jennifer,Hopkins,USA,F,,,1981-02-10,R,2
JHusa,Janette,Husarova,Slovakia,F,,,1974-06-04,R,2
JHuta,Jesse,Huta Galung,Netherlands,M,,,1985-10-06,R,1
JIChe,Juan Ignacio,Chela,Argentina,M,,,1979-08-30,R,2
JImaz,Jose,Imaz-Ruiz,Spain,M,,,1974-05-30,R,
JIngr,Jeri,Ingram,USA,F,,,1970-12-11,,
JIsne,John,Isner,USA,M,,,1985-04-26,R,2
JJack,Jamea,Jackson,USA,F,,,1986-09-07,R,2
JJaks,Jovana,Jaksic,Serbia,F,,,1993-09-30,R,2
JJank,Jelena,Jankovic,Yugoslavia,F,,,1985-02-28,R,2
JJano,Jerzy,Janowicz,Poland,M,,,1990-11-13,R,
JJean,Julien,Jeanpierre,France,M,,,1980-03-10,R,
JJoha,Joachim,Johansson,Sweden,M,,,1982-07-01,R,
JJone,Jonna,Jonerup,Sweden,F,,,1969-07-22,,
JKand,Jana,Kandarr,Germany,F,,,1976-09-21,R,2
JKirk,Jessica,Kirkland,USA,F,,,1987-11-10,R,2
JKnip,Jens,Knippschild,Germany,M,,,1975-02-15,R,
JKnow,Julian,Knowle,Austria,M,,,1974-04-29,L,
JKont,Johanna,Konta,UK,F,,,1991-05-17,R,2
JKost,Jelena,Kostanic,Croatia,F,Tosic,,1981-07-06,L,2
JKrie,Johan,Kriek,USA,M,,,1958-04-05,R,
JKroc,Jozsef,Krocsko,Hungary,M,,,1968-04-20,R,
JKros,Jan,Kroslak,Slovakia,M,,,1974-10-17,R,
JKrug,Joannette,Kruger,South Africa,F,,,1973-09-01,R,2
JKubl,Jason,Kubler,Australia,M,,,1993-05-19,R,2
JLars,Johanna,Larsson,Sweden,F,,,1988-08-17,R,2
JLCle,Jose-Luis,Clerc,Argentina,M,,,1958-08-16,R,1
JLDeJ,John-Laffnie,De Jager,South Africa,M,,,1973-03-17,R,
JLee,Janet,Lee,USA,F,,,1976-10-22,R,2
JLett,John,Letts,USA,M,,,1964-05-11,R,
JLimm,Joanne,Limmer,Australia,F,,,1974-03-29,,
JLoza,Jorge,Lozano,Mexico,M,,,1963-05-17,R,
JLStr,Jan-Lennard,Struff,Germany,M,,,1990-04-25,R,
JMari,John,Marinov,Australia,M,,,1970-09-14,,
JMarr,Jonathan,Marray,UK,M,,,1981-03-10,R,1
JMart,Javier,Marti,Spain,M,,,1992-01-11,R,1
JMasR,Jordi,Mas-Rodriguez,Spain,M,,,1971-10-31,R,
JMBal,Juan-Manuel,Balcells,Spain,M,,,1975-06-20,R,
JMcEn,John,McEnroe,USA,M,,,1959-02-16,L,1
JMDP,Juan Martin,Del Potro,Argentina,M,,,1988-09-23,R,2
JMelz,Jurgen,Melzer,Austria,M,,,1981-05-22,L,2
JMGam,Jan-Michael,Gambill,USA,M,,,1977-06-03,R,
JMill,John,Millman,Australia,M,,,1989-06-14,R,
JMina,Jan,Minar,Czech Republic,M,,,1981-04-09,R,2
JMona,Juan,Monaco,Argentina,M,,,1984-03-29,R,2
JMoor,Jessica,Moore,Australia,F,,,1990-08-16,R,
JMorg,Jamie,Morgan,Australia,M,,,1971-06-08,R,
JMorr,Jeff,Morrison,USA,M,,,1979-02-04,R,
JNami,Junri,Namigata,Japan,F,,,1982-06-05,R,2
JNavr,Jaroslav,Navratil,Czech Republic,M,,,1957-07-28,R,
JNeje,Jana,Nejedly,Canada,F,,,1974-06-09,R,2
JNiem,Jarkko,Nieminen,Finland,M,,,1981-07-23,L,2
JNova,Jiri,Novak,Czech Republic,M,,,1975-03-22,R,
JNovo,Jana,Novotna,Czechoslovakia,F,,,1968-10-02,R,
JNyst,Joakim,Nystrom,Sweden,M,,,1963-02-20,R,
JoAgui,Jorge,Aguilar,Chile,M,,,1985-01-08,R,2
JODon,Jane,O'Donoghue,UK,F,,,1983-03-29,,
JoGood,Josh,Goodall,UK,M,,,1985-10-17,R,2
JOkad,Jean,Okada,USA,F,,,1974-06-07,,
JoLevi,Jon,Levine,USA,M,,,1963-09-29,R,
JOnci,Jaime,Oncins,Brazil,M,,,1970-06-16,R,
JOuan,Josselin,Ouanna,France,M,,,1986-04-14,R,
JoWard,Joanne,Ward,UK,F,,,1975-06-22,,
JPalm,Jared,Palmer,USA,M,,,1971-07-02,R,
JPand,Jelena,Pandzic,Croatia,F,,,1983-03-17,,
JPBrz,Juan-Pablo,Brzezicki,Argentina,M,,,1982-04-12,R,
JPFle,Jean-Philippe,Fleurian,France,M,,,1965-09-11,R,
JPGuz,Juan-Pablo,Guzman,Argentina,M,,,1981-01-29,L,2
JPoti,Jerome,Potier,France,M,,,1962-07-18,L,
JPSmi,John-Patrick,Smith,Australia,M,,,1989-01-24,L,
JPugh,Jim,Pugh,USA,M,,,1964-02-05,R,
JPull,Julie,Pullin,UK,F,,,1975-11-05,L,2
JQYi,Jing-Qian,Yi,China,F,,,1974-02-28,R,2
JReis,Julian,Reister,Germany,M,,,1986-04-02,R,
JRenz,Joern,Renzenbrink,Germany,M,,,1972-07-17,R,
JRich,Julie,Richardson,New Zealand,F,,,1967-03-30,,
JRive,Joey,Rive,USA,M,,,1963-07-08,L,
JRLis,Jean-Rene,Lisnard,France,M,,,1979-09-25,R,
JRoss,John,Ross,USA,M,,,1964-02-29,R,
JSalm,Julie,Salmon,UK,F,,,1965-07-08,,
JSalz,Jeff,Salzenstein,USA,M,,,1973-10-14,L,
JSanc,Javier,Sanchez,Spain,M,,,1968-02-01,R,
JSant,Jennifer,Santrock,USA,F,,,1969-02-26,,
JSchr,Julia,Schruff,Germany,F,,,1982-08-16,R,2
JSeku,James,Sekulov,Australia,M,,,1976-10-13,R,
JSiem,Jan,Siemerink,Netherlands,M,,,1970-04-14,L,
JSilv,Julio,Silva,Brazil,M,,,1979-07-01,R,
JSiri,Joseph,Sirianni,Australia,M,,,1975-01-17,R,
JSmol,Jill,Smoller,USA,F,,,1964-09-04,,
JSock,Jack,Sock,USA,M,,,1992-09-24,R,
JSous,Joao,Sousa,Portugal,M,,,1989-03-30,R,2
JSouz,Joao,Souza,Brazil,M,,,1988-05-27,R,2
JStar,Jonathan,Stark,USA,M,,,1971-04-03,R,
JStas,Jurek,Stasiak,Australia,M,,,1978-04-23,R,
JStev,Julie,Steven,USA,F,,,1976-04-24,,
JStol,Jason,Stoltenberg,Australia,M,,,1970-04-04,R,
JSull,John,Sullivan,USA,M,,,1966-12-22,,
JSzym,Jimy,Szymanski,Venezuela,M,,,1975-09-15,R,
JTara,Jeff,Tarango,USA,M,,,1968-11-20,L,
JTayl,Jane,Taylor,Australia,F,,,1972-11-07,,
JThom,Jordan,Thompson,Australia,M,,,1994-04-20,R,
JTips,Janko,Tipsarevic,Serbia,M,,,1984-06-22,R,2
JTrai,Jacqueline,Trail,USA,F,,,1980-11-26,R,2
JTrem,Janine,Tremelling,Australia,F,Thompson,,1967-09-12,,
JTurn,James,Turner,UK,M,,,1965-07-02,,
JuAgui,Juan,Aguilera,Spain,M,,,1962-03-22,R,
JVace,Jan,Vacek,Czech Republic,M,,,1976-05-10,R,
JVaku,Julia,Vakulenko,Ukraine,F,,,1983-07-10,R,2
JVane,Jrii,Vanek,Czech Republic,M,,,1978-04-24,R,
JVanH,Johan,Van Herck,Belgium,M,,,1974-05-24,R,
JVanL,John,Van Lottum,Netherlands,M,,,1976-04-10,R,
JVarl,Julien,Varlet,Australia,M,,,1977-09-08,R,
JVese,Jiri,Vesely,Czech Republic,M,,,1993-07-10,L,
JWang,Jimmy,Wang,Taiwan,M,,,1985-02-08,R,
JWard,James,Ward,UK,M,,,1987-02-09,R,
JWata,Jolene,Watanabe,USA,F,Giltz,,1968-08-31,,
JWies,Judith,Wiesner,Austria,F,,,1966-03-02,R,1
JWinn,Joost,Winnink,Netherlands,M,,,1971-06-30,R,
JWitt,Jesse,Witten,USA,M,,,1982-10-15,R,
JWoeh,Jens,Woehrmann,Germany,M,,,1967-09-08,R,
JWTso,Jo-Wilfried,Tsonga,France,M,,,1985-04-17,R,2
JYzag,Jaime,Yzaga,Peru,M,,,1967-10-23,R,
JZhen,Jie,Zheng,China,F,,,1985-07-05,R,2
JZopp,Jurgen,Zopp,Estonia,M,,,1988-03-29,R,
KAdam,Katrina,Adams,USA,F,,,1968-08-05,R,2
KAGus,Kerry-Anne,Guse,Australia,F,,,1972-12-04,R,
KAhn,Kristie,Ahn,USA,F,,,1992-06-15,R,2
KAlam,Karim,Alami,Morocco,M,,,1973-05-24,R,
KAnde,Kevin,Anderson,South Africa,M,,,1985-06-18,R,2
KaPlis,Karolina,Pliskova,Czech Republic,F,,,1992-03-21,R,2
KBarr,Kristina,Barrois,Germany,F,,,1981-09-30,R,1
KBeck,Karol,Beck,Slovakia,M,,,1982-04-03,R,
KBert,Kiki,Bertens,Netherlands,F,,,1991-12-10,R,2
KBohm,Katerina,Bohmova,Czech Republic,F,,,1986-11-18,L,2
KBond,Kateryna,Bondarenko,Ukraine,F,,,1986-08-08,R,2
KBoog,Kristie,Boogert,Netherlands,F,,,1973-12-16,R,2
KBraa,Karsten,Braasch,Germany,M,,,1967-07-14,L,
KBran,Kristina,Brandi,USA,F,,,1977-03-29,R,2
KCarl,Kenneth,Carlsen,Denmark,M,,,1973-04-17,L,
KCCha,Kai-Chen,Chang,Taiwan,F,,,1991-01-13,R,2
KClij,Kim,Clijsters,Belgium,F,,,1983-06-08,R,2
KCros,Karen,Cross,UK,F,,,1974-02-19,,
KCurr,Kevin,Curren,USA,M,,,1958-03-02,R,
KDate,Kimiko,Date,Japan,F,Krumm,,1970-09-28,R,2
KDeed,Karen,Deed,Australia,F,,,1968-10-29,,
KDeSc,Kenny,De Schepper,France,M,,,1987-05-29,L,
KEcon,Konstantinos,Economidis,Greece,M,,,1977-11-02,R,
KEdmu,Kyle,Edmund,UK,M,,,1995-01-08,R,
KentCarl,Kent,Carlsson,Sweden,M,,,1968-01-03,R,
KEver,Kelly,Evernden,New Zealand,M,,,1961-09-21,R,
KFlac,Ken,Flach,USA,M,,,1963-05-24,R,
KFlip,Kirsten,Flipkens,Belgium,F,,,1986-01-10,R,2
KGodr,Kristin,Godridge,Australia,F,,,1973-02-07,,
KGoos,Kris,Goossens,Belgium,M,,,1974-02-20,R,
KHabs,Karina,Habsudova,Czechoslovakia,F,,,1973-08-02,R,2
KHand,Kaye,Hand,UK,F,Marfini,,1968-10-04,,
KHorv,Kathy,Horvath,USA,F,,,1965-08-25,R,2
KHrdl,Kveta,Hrdlickova,Czech Republic,F,Peschke,,1975-06-09,R,2
KHunt,Karen,Hunter,UK,F,,,1968-08-26,,
KJagi,Karolina,Jagieniak,France,F,,,1979-06-04,,
KJHip,K.J.,Hippensteel,USA,M,,,1980-05-08,L,2
KJone,Kelly,Jones,USA,M,,,1964-03-31,R,
KJord,Kathy,Jordan,USA,F,,,1959-12-03,R,1
KKane,Kaia,Kanepi,Estonia,F,,,1985-06-10,R,2
KKeil,Kathrin,Keil,USA,F,,,1962-11-28,,
KKess,Kimberly,Kessaris,USA,F,,,1973-03-27,,
KKim,Kevin,Kim,USA,M,,,1978-07-26,R,2
KKinn,Kent,Kinnear,USA,M,,,1966-11-30,R,
KKnap,Karin,Knapp,Italy,F,,,1987-06-28,R,2
KKouk,Klara,Koukalova,Czech Republic,F,Zakopalova,,1982-02-24,R,2
KKrav,Konstantin,Kravchuk,Russia,M,,,1985-02-23,R,2
KKrou,Katerina,Kroupova,Czech Republic,F,Siskova,,1974-02-20,,
KKsch,Karin,Kschwendt,Luxembourg,F,,,1968-09-14,,
KKuce,Karol,Kucera,Slovakia,M,,,1974-03-04,R,
KKuco,Kristina,Kucova,Slovakia,F,,,1990-05-23,,B
KKunc,Kristine,Kunce,Australia,F,Radford,,1970-03-03,,
KLais,Kinnie,Laisne,France,F,,,1989-07-11,R,2
KMale,Katerina,Maleeva,Bulgaria,F,,,1969-05-07,R,2
KMaro,Katalin,Marosa-Aracama,Hungary,F,,,1979-11-12,R,2
KMcCa,Kelly,McCain,USA,F,,,1983-03-18,R,2
KMcDo,Kate,McDonald,Australia,F,,,1970-03-21,,
KMill,Karin,Miller,USA,F,,,1977-12-10,R,2
KMlad,Kristina,Mladenovic,France,F,,,1993-05-14,R,2
KNaga,Kyoko,Nagatsuka,Japan,F,,,1974-02-22,,
KNagy,Kyra,Nagy,Hungary,F,,,1977-12-29,R,2
KNara,Kurumi,Nara,Japan,F,,,1991-12-30,R,2
KNish,Kei,Nishikori,Japan,M,,,1989-12-29,R,2
KNova,Karel,Novacek,Czechoslovakia,M,,,1965-03-30,R,
KNowa,Katarzyna,Nowak,Poland,F,,,1969-01-13,,
KOBri,Katie,O'Brien,UK,F,,,1986-05-02,R,2
KOelj,Katja,Oeljeklaus,Germany,F,,,1971-02-10,,
KOkam,Kumiko,Okamoto,Japan,F,,,1965-02-19,,
KPerv,Ksenia,Pervak,Russia,F,,,1991-05-27,L,2
KPheb,Keri,Phebus,USA,F,,,1974-05-01,,
KPicc,Katia,Piccolini,Italy,F,,,1973-01-15,,
KPite,Katarzyna,Piter,Poland,F,,,1991-02-16,R,2
KPles,Kristian,Pless,Denmark,M,,,1981-02-09,R,
KPo,Kimberly,Po,USA,F,Messerli,,1971-10-20,R,2
KQuen,Karine,Quentrec,France,F,Eagle,,1969-10-21,,
KRick,Katie,Rickett,UK,F,,,1968-08-19,,
KRina,Kathy,Rinaldi,USA,F,Stunkel,,1967-03-24,R,2
KrPlis,Kristyna,Pliskova,Czech Republic,F,,,1992-03-21,L,2
KSchi,Karen,Schimper,South Africa,F,,,1967-05-26,,
KSchlu,Kristen,Schlukebir,USA,F,,,1984-06-28,R,2
KShar,Kirrily,Sharpe,Australia,F,,,1973-02-25,,
KSini,Katerina,Siniakova,Czech Republic,F,,,1996-05-10,R,2
KSpre,Karolina,Sprem,Croatia,F,,,1984-10-25,R,2
KSreb,Katarina,Srebotnik,Slovenia,F,,,1981-03-12,R,2
KStei,Kim,Steinmetz,USA,F,,,1957-12-22,,
KStud,Katarina,Studenikova,Slovakia,F,,,1972-09-02,R,
KThor,Kenny,Thorne,USA,M,,,1966-01-24,R,
KTili,Kim,Tilikainen,Finland,M,,,1975-07-08,R,
KUlly,Kevin,Ullyett,South Africa,M,,,1972-05-23,R,
KVlie,Kristof,Vliegen,Belgium,M,,,1982-06-22,R,2
KWoer,Kathrin,Woerle,Germany,F,Scheller,,1984-02-18,R,2
LAEld,Leigh-Anne,Eldredge,USA,F,,,1964-12-14,,
LAhl,Lucie,Ahl,UK,F,,,1974-07-23,R,2
LAlba,Lauren,Albanese,USA,F,,,1989-10-01,R,2
LAlle,Louise,Allen,USA,F,,,1962-01-07,,
LAndr,Laurence,Andretto,France,F,,,1973-05-14,R,2
LAnto,Lea,Antonoplis,USA,F,Inoye,,1959-01-20,,
LArno,Lucas,Arnold Ker,Argentina,M,,,1974-10-12,R,
LArru,Lara,Arruabarrena-Vecino,Spain,F,,,1992-03-20,R,2
LAWah,Lars-Anders,Wahlgren,Sweden,M,,,1966-08-24,R,
LBach,Lubomira,Bacheva,Bulgaria,F,,,1975-03-07,R,
LBale,Lan,Bale,South Africa,M,,,1969-09-07,R,
LBond,Lisa,Bonder,USA,F,Kreiss,,1965-10-16,R,
LBrea,Lauren,Breadmore,Australia,F,,,1983-06-01,,
LBurg,Lars,Burgsmuller,Germany,M,,,1975-12-06,R,
LCenk,Lenka,Cenkova,Czech Republic,F,,,1977-01-24,,
LCerv,Ludmila,Cervanova,Slovakia,F,,,1979-10-15,R,
LChil,Lee,Childs,UK,M,,,1982-06-11,R,
LCors,Luciana,Corsato,Brazil,F,Owsianka,,1966-01-21,,
LCour,Laurence,Courtois,Belgium,F,,,1976-01-18,R,
LDave,Lindsay,Davenport,USA,F,,,1976-06-08,R,2
LDavi,Lauren,Davis,USA,F,,,1993-10-09,R,2
LDlho,Lenka,Dlhopolcova,Slovakia,F,,,1984-07-14,R,2
LDlou,Lukas,Dlouhy,Czech Republic,M,,,1983-04-09,R,
LDomi,Lourdes,Dominguez-Lino,Spain,F,,,1981-03-31,R,1
LDunc,Lawson,Duncan,USA,M,,,1964-10-26,R,
LEHer,Luis-Enrique,Herrera,Mexico,M,,,1971-08-27,L,
LEmbr,Lauren,Embree,USA,F,,,1991-01-10,R,2
LeNeme,Lenka,Nemeckova,Czech Republic,F,,,1976-04-20,R,2
LFerr,Linda,Ferrando,Italy,F,,,1966-01-12,,
LFiel,Louise,Field,Australia,F,,,1967-02-25,,
LGarr,Laura,Garrone,Italy,F,,,1967-11-15,,
LGhir,Lea,Ghirardi-Rubbi,France,F,,,1974-02-10,R,B
LGild,Laura,Gildemeister,Peru,F,Arraya,,1964-01-12,,
LGlor,Louis,Gloria,USA,M,,,1969-04-15,L,
LGola,Laura,Golarsa,Italy,F,,,1967-11-27,R,
LGoul,Lisa,Gould,UK,F,,,1967-05-27,R,
LGran,Laura,Granville,USA,F,,,1981-05-12,R,2
LGree,Lisa,Green,USA,F,,,1968-07-18,,
LHarp,Levar,Harper-Griffith,USA,M,,,1981-09-04,R,
LHarv,Linda,Harvey-Wild,USA,F,,,1971-02-11,,
LHewi,Lleyton,Hewitt,Australia,M,,,1981-02-24,R,2
LHrad,Lucie,Hradecka,Czech Republic,F,,,1985-05-21,R,2
LHube,LIezel,Huber,South Africa,F,,,1976-08-21,R,2
LiGreg,Lise,Gregory,South Africa,F,,,1963-08-29,L,
LinBart,Lindsay,Bartlett,USA,F,,,1962-07-31,,
LiNeme,Libor,Nemecek,Czech Republic,M,,,1968-10-26,R,
LioBart,Lionnel,Barthez,France,M,,,1967-05-18,R,2
LJelf,Lizzy,Jelfs,UK,F,,,1976-07-29,,
LJens,Luke,Jensen,USA,M,,,1966-06-18,B,
LJons,Lars,Jonsson,Sweden,M,,,1970-06-27,R,
LKosl,Lars,Koslowski,Germany,M,,,1971-05-22,R,
LKras,Lina,Krasnoroutskaya,Russia,F,,,1984-04-29,R,
LKubo,Lukasz,Kubot,Poland,M,,,1982-05-16,R,2
LKumk,Luksika,Kumkhum,Thailand,F,,,1993-07-21,,
LKurh,Lubomira,Kurhajcova,Slovakia,F,,,1983-10-11,R,2
LLack,Lukas,Lacko,Slovakia,M,,,1987-11-03,R,
LLapi,Laura,Lapi,Italy,F,,,1970-09-10,,
LLask,Leona,Laskova,Czechoslovakia,F,,,1970-04-07,,
LLati,Louise,Latimer,UK,F,,,1978-01-19,R,
LLava,Leonardo,Lavalle,Mexico,M,,,1967-07-14,L,
LLChe,Li-Ling,Chen,China,F,,,1971-03-13,,
LLee,Lindsay,Lee,USA,F,Waters,,1977-06-28,R,2
LLoko,Laurent,Lokoli,France,M,,,1994-10-18,R,2
LMant,Lorenzo,Manta,Switzerland,M,,,1974-09-16,R,
LMatt,Luiz,Mattar,Brazil,M,,,1963-08-18,R,
LMaye,Leonardo,Mayer,Argentina,M,,,1987-05-15,R,
LMcNe,Lori,McNeil,USA,F,,,1963-12-18,R,
LMcSh,Lisa,McShea,Australia,F,,,1974-10-29,,
LMesk,Leila,Meskhi,USSR,F,,,1968-01-05,,
LMill,Luke,Milligan,UK,M,,,1976-08-06,R,
LONei,Lisa,O'Neill,Australia,F,,,1968-08-08,,
LOste,Lilia,Osterloh,USA,F,,,1978-04-07,R,2
LOuah,Lamine,Ouahab,Algeria,M,,,1984-12-22,R,2
LPaes,Leander,Paes,India,M,,,1973-06-17,R,
LPime,Libor,Pimek,Czechoslovakia,M,,,1963-08-03,R,
LPoru,Laxmi,Poruri,USA,F,,,1972-11-09,,
LPoui,Lucas,Pouille,France,M,,,1994-02-03,R,
LPous,Laura,Pous-Tio,Spain,F,,,1984-10-01,R,2
LPrad,Laurent,Prades,France,M,,,1968-07-19,L,
LPrus,Libuse,Prusova,Czech Republic,F,,,1979-07-13,R,2
LRaym,Lisa,Raymond,USA,F,,,1973-08-10,R,1
LReco,Laurent,Recouderc,France,M,,,1984-07-10,R,
LRehm,Lars,Rehmann,Germany,M,,,1975-05-21,R,
LRich,Ludmila,Richterova,Czech Republic,F,,,1977-03-07,,
LRobs,Laura,Robson,UK,F,,,1994-01-21,L,2
LRoso,Lukas,Rosol,Czech Republic,M,,,1985-07-24,R,2
LRoux,Lionel,Roux,France,M,,,1973-04-12,R,
LSafa,Lucie,Safarova,Czech Republic,F,,,1987-02-04,L,2
LSavc,Larisa,Savchenko-Neiland,USSR,F,,,1966-07-21,R,
LSavi,Luke,Saville,Australia,M,,,1994-02-01,R,
LScot,Larry,Scott,USA,M,,,1964-11-21,R,
LShir,Leif,Shiras,USA,M,,,1959-08-21,R,
LSkav,Lioudmila,Skavronskaia,Russia,F,,,1980-03-23,,
LSmit,Luke,Smith,Australia,M,,,1976-10-25,R,
LSore,Louk,Sorensen,Ireland,M,,,1985-01-07,R,
LStac,Louise,Stacey,Australia,F,,,1972-01-10,,
LSvar,Ladislav,Svarc,Slovakia,M,,,1978-11-13,R,2
LTiel,Laurence,Tieleman,Italy,M,,,1972-11-14,R,
LTsur,Lesya,Tsurenko,Ukraine,F,,,1989-05-30,R,2
LuGreg,Luka,Gregorc,Slovenia,M,,,1984-02-14,R,2
LuHorn,Luis,Horna,Peru,M,,,1980-09-14,R,
LWard,Laurie,Warder,Australia,M,,,1962-10-23,R,
LWood,Lorna,Woodroffe,UK,F,,,1976-08-18,,
MaBart,Marion,Bartoli,France,F,,,1984-09-02,R,B
MAbel,Maximilian,Abel,Germany,M,,,1982-02-28,R,
MAdam,Monique,Adamczak,Australia,F,,,1983-01-21,R,
MagMale,Magdalena,Maleeva,Bulgaria,F,,,1975-04-01,R,2
MAGor,Marcos-Aurelio,Gorriz-Bonhora,Spain,M,,,1964-03-04,L,
MaKrat,Mark,Kratzmann,Australia,M,,,1966-05-17,L,
MAlle,Malcolm,Allen,USA,M,,,1967-07-13,R,
MALop,Miguel-Angel,Lopez Jaen,Spain,M,,,1982-11-29,R,
MAlun,Martin,Alund,Argentina,M,,,1985-12-26,R,
MalWash,MaliVai,Washington,USA,M,,,1969-06-20,R,
MAnci,Mario,Ancic,Croatia,M,,,1984-03-30,R,2
